pid,question
2577,Life should not be so expensive so parent don't have to work both full time to be able to nearly live a normal life.
2578,"Please slow down the growth of Austin to allow the residents and the citizens to adjust and grow with the city. Please do not allow the people who made Austin a great place to live and work in be driven out. One example is Beau. He is a great example of what makes Austin amazing, and what is wrong with how Austin is handling it's citizens."
2579,"You need to find a way to make the city a more affordable place to live, especially for hard-working, middle class citizens."
2580,"Continue to do what's in the best interest of the residents of this city, and state.  If you're a Texan, you know what I mean."
2581,"1. Taxes                                                                            
 2. Loss of driving lanes to bicycles"
2582,"Your affordable housing isn't working. You are only catering to the ones who can afford the fancy expensive apartments and homes. what about us plain working folk,  we cant 
hardly afford the rents in Austin anymore.  Too bad you didn't remember us when you are doing your ""gentrification"" thing."
2583,Housing
2584,Lower prices on homes
2585,Make traffic better.
2586,"I will tell him to stop the patching work on the major highways, that make the traffic worse, and come out with a realistic solution to the traffic problem. The city has all these plans to grow and attract more business to the city, but obviously we don't have the roads to support it."
2587,We Need to make home buying in Austin way more affordable!!
2588,Pick up aggressive dogs in the neighborhood before they bite somebody
2589,Homeless situation in Downtown is hideous and needs to be addressed urgently. They do need to be removed from Downtown.
2590,"Deal with the traffic - it looks bad, it tastes bad and it is unhealthy and not safe. Every day it's like a free for all on I 35 for sure!
Deal with the homeless population - building low cost/affordable homes isn't the only way - clean up their ""villages"", cite them for infringing on the roadway, etc.  It's gone beyond ridiculous and is unhealthy, unsafe and in the areas where the homeless congregate - you are really losing some of the aura of why folks want to live in Austin - because visitors, etc. see city that is deteriorating and not being kept up.
Sorry that's two - but both need to be said."
2591,More lighting at night on highway 71 heading toward Bee Caves.
2592,"Please try to do more on affordable housing. Too many people can't afford to live here anymore. We can't all work for Facebook and Google, making $100,00/year. Say not to Amazon."
2593,Support the arts with the creation of new and accessible performance venues. Work with AISD to support policies that benefit public schools and teachers.
2594,Education for all children regardless. Education for adults so they may have a better life.
2595,Improve traffic flow.
2596,Improve traffic congestion!
2597,Keep Austin Affordable. Do not recycle your people out of Austin to round rock or other urban cities out of Austin.
2598,Quit raising taxes  & utilities.  You keep forcing older people to have to move out of their homes because they can't afford to live in their life long homes!!!
2599,"Please listen to the people of Austin with their concerns about safety , and  support  them in their efforts to protect Their  children  and private properties. 
I'm really concerned about what I'm seeing. 
Let's truly lead by example by supporting the little guys  as  well as  the big guys in matters of  growth,  development  , in all areas including education, safety , health but most importantly community support and guidance. People start to panic when they reach out for help and have no where to turn, it's actually very dangerous  because it leads to mental health issues( man that flew his private plane into  IRS office  off Mopac  a few years ago,)  that's desperation 
And feeling lost.  If you build it , they will come, but are you really prepared Austin, or just pretending?  Lots of growth too quickly and  we need the right people leading us into the future, our lives are in your hands...."
2600,As Mayor you are doing an amazing job with this city. Keep up the good work. It can be a tough job but I feel safe with you managing this city. Thank you.
2601,Affordable housing and traffic on 35
2602,"Fire employees Tameka Saldana and Cassidy Villegan, who falsifies timesheets with the stamp of approval from Tamela Saldana"
2603,Concentrate on Austin's problems and not the national problems.
2604,Lower the taxes on our utility bill that would help out. Thank you
2605,"I grew up on the east-side of Austin. I love that Austin is evolving, growing and has a ton of opportunity but we have to stop displacing families that have been here for generations. I've watched as the generation before me is forced to move to the suburbs and lose connections with lifelong friends and neighbors and access to this incredible city and all it has to offer. There has to be some way we can allow families to stay in their homes and co-exist with new neighbors. If there is way to sort of ""grandfather"" in property tax rates to residents that have lived in a house for a certain number of years it may help the problem of gentrification. The people moving in love authentic culture and food but also force out (probably unknowingly) the people who that culture belongs to.  Let's keep Austin welcoming for EVERYONE, not just for the new residents, but our native ones too."
2606,"Fixes residential streets that need it! Waste of money fixing South Congress and Otltort. Be concerned to all people living pay check to pay check. STOP giving incentives to large corporate businesses by allowing them NOT to pay taxes while longtime residents are loosing their home due to high taxes on property and school taxes, etc. Disabled people's taxes continue to increase too much. What can be done about that?"
2607,Give landlords credit for renting affordable housing. My rentals do not make me a profit. I eat into my savings to pay my taxes.
2608,Keep promoting a progressive agenda.
2609,"*To fine construction companies that do not finish jobs they have signed contracts to finish in  a timely manner.
* To demolish the monstrosity of the unfinished apartments behind the H-E-B on  McCallen Pass and Tech Ridge... near the Gold's Gym.  The drywall is peeling and ghostly. A costly project that was started and never finished leaving a mess and mold...could be very hazardous to the public in the area...get some money back there and fine the abandoning companies."
2610,"Work to reduce Public Safety costs (reduce APD, AFD, etc.)"
2611,Lower rent or higher pay to be able to live and work in Austin. Moving out of Austin makes it hard for single parents to find affordable trustworthy daycare/after school care with extended hours with Austin traffic these days.
2612,"Please fix our streets and stop spending money on useless items (courthouse, bike lanes, light rail)."
2613,We can always be improving but overall Austin is a great place to live.
2614,Troy Gay is unethical and should probably be in jail for how he handled the DNA (non-issue). He's going to destroy what is left of the police department.
2615,"So many homeless people at all traffic lights and all around the city, never have seen any sign of concern for this huge situation in this city, I don't feel safe at all each time I stopped at a traffic light"
2616,We need light rail or mono rail something new instead of buses which causes some of the traffic congestion.  Gondolas or something similar  running along IH35 would eliminate some traffic problems and would be unique to Austin!!!
2617,The electricity bill in summer is just expensive
2618,Give benefits back to APD or Austin is going to be another Chicago crime is getting worse. People are noticing it.
2619,More affordable housing. It is almost impossible to be a single income household with multiple children.
2620,Affordable housing is becoming unaffordable
2621,offer more to the residents of Austin and less to the big companies
2622,How are you addressing housing affordability and gentrification of Austin? It's sad to lose the true Austinites of this city due to more wealthy out of state people.
2623,"soy madre de un ni̱o y no tenemos transporte , caminar no es problema para nosotros , pero en muchos lugares no se encuentran aceras y los conductores casi nos atropellan .... tambien la gente que trabaja en el sector publico son muy groseros"
2624,Why is property taxes so high
2625,If there was any way he or she could help with getting the living cost in Austin lower it would help a lot of people they wouldn't have to work 2 jobs just to pay rent and they could relax a little if they weren't so worried about making sure they were going to be able to pay rent each month
2626,homeless
2627,Please hear us it's too expensive to live here and I love AUSTIN should be more considerate for low income and lower middle-class number one concern
2628,Fix the traffic problem
2629,I'm a Democrat but I know Austin mayors take care of themselves for after they leave off rather than do anything to help ALL the people.
2630,"Transportation- I-35 is so congested. We need more highways.
Employment - I did not feel safe at work.
Housing: we need more affordable housing in Austin.
However, I believe that this is a great city to leave."
2631,Cost of living is far too high within the city and we should be able to find a decent place to live without sacrificing our integrity and having to work multiple jobs to afford it.
2632,"Bring back Texas friendly and Don't mess with Texas.  With the influx of out of state folks we are not ""Tejas""(friends) 
Start a wave at your neighbor- Clean up your act and fix the homeless issue."
2633,"This is a beautiful city, but a lot of people are being victims of gentrification and this should be addressed fairly"
2634,Fix the traffic and fix property taxes. Stop telling people you aren't raising their taxes when their bill is actually going up. If prop. values go up then taxes go up regardless of the percentage being charged.
2635,Property taxes are too high and traffic is getting worse every day.
2636,"We need light rail, we need to stop the gentrification of East Austin, we need to repave all the major arteries (roads) that come into Austin.  Business will be leaving once their workers can't get into town."
2637,There needs to be more affordable housing for those who qualify for these services.
2638,"The city of Austin need to go back to being more affordable.  It used to be affordable to live here, eat here, and play here and now it's not.  If I were to rent my home out, according to my realtor, I could for $2800 a month and that is insane to me.  REALLY INSANE!!  After living in Austin for 27 years I am actually thinking about moving and renting my home so that I can live more comfortably and make a profit from my home."
2639,"HOMELESS PEOPLE ARE AGGRESSIVE AND VIOLENT AT TIME, ESPECIALLY7 BY I 35 AND 6TH STREET. UNABLE TO EVEN WALK AROUND. VERY UNSAFE."
2640,STOP PANDERING TO SPECIAL INTEREST GROUPS . DEAL WITH EVERYONE EQUALLY.
